1.000000e-03 6.835938e-03 1.186150e-06 1.491664e-08 1.113873e-06 1.953125e-03 2.414369e-07 8.414564e-30 1.207184e-07 1.953140e-03 1.476028e-06
5.000000e-03 3.342927e-02 7.492318e-06 5.742449e-04 5.797887e-06 9.641646e-03 1.644832e-06 6.198947e-05 8.224159e-07 1.027788e-02 8.265135e-06
1.000000e-02 6.778642e-02 1.347780e-05 3.050286e-03 1.536752e-05 1.980639e-02 2.563845e-06 1.065719e-04 1.281922e-06 2.296324e-02 1.921329e-05
1.500000e-02 1.002375e-01 7.588674e-06 5.234556e-03 5.962367e-06 2.954160e-02 1.430548e-06 2.438460e-04 7.152738e-07 3.502001e-02 8.108188e-06
2.000000e-02 1.313455e-01 1.091417e-05 8.103253e-03 1.282751e-05 3.912480e-02 1.916619e-06 4.266153e-04 9.583097e-07 4.765467e-02 1.570244e-05
2.500000e-02 1.622285e-01 2.999113e-05 1.378400e-02 2.637606e-05 4.867850e-02 6.285972e-06 5.630937e-04 3.142986e-06 6.302560e-02 3.580502e-05
5.000000e-02 3.053773e-01 6.943842e-05 4.591919e-02 4.209267e-05 9.558881e-02 1.384123e-05 2.254423e-03 6.920616e-06 1.437624e-01 6.285452e-05
7.500000e-02 4.256381e-01 9.655489e-05 9.464466e-02 9.756573e-05 1.399073e-01 2.417829e-05 4.997503e-03 1.208914e-05 2.395495e-01 1.338332e-04
1.000000e-01 5.272164e-01 1.026857e-04 1.390855e-01 8.217081e-05 1.799830e-01 2.369364e-05 1.010615e-02 1.184682e-05 3.291746e-01 1.177113e-04
1.250000e-01 6.122317e-01 1.070167e-04 1.834902e-01 8.862565e-05 2.188037e-01 2.795827e-05 1.559817e-02 1.397914e-05 4.178920e-01 1.305631e-04
1.500000e-01 6.786044e-01 8.440311e-05 2.253958e-01 9.614275e-05 2.517610e-01 5.488147e-05 2.402184e-02 2.744074e-05 5.011786e-01 1.784650e-04
1.750000e-01 7.434831e-01 9.534841e-05 2.642688e-01 1.165523e-04 2.875205e-01 4.172758e-05 3.128857e-02 2.086379e-05 5.830779e-01 1.791437e-04
2.000000e-01 7.868588e-01 9.699251e-05 2.846685e-01 1.254070e-04 3.181549e-01 4.893353e-05 4.087372e-02 2.446676e-05 6.436971e-01 1.988073e-04
2.250000e-01 8.313329e-01 8.116110e-05 3.094270e-01 1.138421e-04 3.493363e-01 4.515790e-05 5.042949e-02 2.257895e-05 7.091928e-01 1.815790e-04
2.500000e-01 8.657651e-01 7.408715e-05 3.267598e-01 1.041263e-04 3.733680e-01 5.415346e-05 6.331598e-02 2.707673e-05 7.634438e-01 1.853565e-04
3.000000e-01 9.180859e-01 6.123946e-05 3.410723e-01 9.702670e-05 4.189615e-01 5.648145e-05 9.056807e-02 2.824073e-05 8.506019e-01 1.817489e-04
3.500000e-01 9.517348e-01 5.040737e-05 3.320493e-01 8.458012e-05 4.532826e-01 6.257697e-05 1.234564e-01 3.128848e-05 9.087883e-01 1.784456e-04
4.000000e-01 9.724042e-01 3.883663e-05 3.076448e-01 6.934898e-05 4.775446e-01 7.037195e-05 1.611300e-01 3.518597e-05 9.463194e-01 1.749069e-04
4.500000e-01 9.847560e-01 2.834897e-05 2.725475e-01 5.232448e-05 4.952976e-01 6.328438e-05 2.023024e-01 3.164219e-05 9.701475e-01 1.472511e-04
5.000000e-01 9.916319e-01 2.230253e-05 2.346480e-01 4.339832e-05 4.979607e-01 7.172193e-05 2.510197e-01 3.586097e-05 9.836283e-01 1.509812e-04
5.500000e-01 9.961592e-01 1.409744e-05 1.943812e-01 3.715718e-05 4.959637e-01 6.359337e-05 3.020670e-01 3.179668e-05 9.924119e-01 1.325472e-04
6.000000e-01 9.984523e-01 9.208721e-06 1.560048e-01 3.323518e-05 4.816043e-01 6.441891e-05 3.592955e-01 3.220945e-05 9.969046e-01 1.298635e-04
6.500000e-01 9.991626e-01 6.311658e-06 1.212056e-01 2.924369e-05 4.544448e-01 5.912348e-05 4.226799e-01 2.956174e-05 9.983304e-01 1.179289e-04
7.000000e-01 9.998161e-01 3.263755e-06 9.001469e-02 2.759307e-05 4.193328e-01 5.476989e-05 4.902848e-01 2.738495e-05 9.996322e-01 1.097479e-04
7.500000e-01 9.999994e-01 1.869199e-06 6.226071e-02 2.412029e-05 3.754762e-01 4.861586e-05 5.622619e-01 2.430793e-05 9.999988e-01 9.704408e-05
8.000000e-01 1.000000e+00 7.340342e-07 3.992319e-02 2.028492e-05 3.200559e-01 4.063080e-05 6.400209e-01 2.031540e-05 9.999999e-01 8.123112e-05
8.500000e-01 1.000000e+00 3.164741e-07 2.237581e-02 1.654151e-05 2.550531e-01 3.308625e-05 7.225711e-01 1.654312e-05 1.000000e+00 6.617088e-05
9.000000e-01 1.000000e+00 6.906030e-08 1.044183e-02 1.304257e-05 1.793117e-01 2.608645e-05 8.102465e-01 1.304322e-05 1.000000e+00 5.217224e-05
9.500000e-01 1.000000e+00 0.000000e+00 2.634593e-03 6.429631e-06 9.482847e-02 1.285926e-05 9.025369e-01 6.429631e-06 1.000000e+00 2.571852e-05
1.000000e+00 1.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+00 0.000000e+00 1.000000e+00 0.000000e+00
