# L = 8
# Lz = 8
# disorder_filling = 5.000000e-01
# J33 = 2.000000e-01
# J34 = -1.000000e+00
# J44 = -1.000000e+00
# T_min = 5.000000e-01
# T_max = 0.000000e+00
# T_steps = 60
# disorder_steps = 50
# mc_bins = 1024
# mc_binsize = 40
# thermalization_bins = 1024
# seed_disorder = 1
# seed_mc = 6001
# disorder averaged number of filled sites = 9.885934e-01
# 1: L; 2: Lz; 3: disorder_filling; 4: temperature; 5: magnetization1; 6: sigma_magnetization1; 7: magnetization2; 8: sigma_magnetization2; 9: magnetization1_squared; 10: sigma_magnetization1_squared; 11: magnetization2_squared; 12: sigma_magnetization2_squared; 13: chi_magnetization1; 14: sigma_chi_magnetization1; 15: energy; 16: energy_squared; 17: specific_heat; 18: sigma_specific_heat; 19: xi_a; 20: sigma_xi_a; 21: xi_b; 22: sigma_xi_b; 23: magnetization AF; 24: sigma_magnetizationAF; 25: magnetizationAF_squared; 26: sigma_magnetizationAF_squared; 27: chi_magnetizationAF; 28: sigma_chi_magnetizationAF; 29: magnetization_four; 30: sigma_magnetization_four; 31: binder_ratio; 32: sigma_binder_ratio; 33: magnetizationAF_four; 34: sigma_magnetizationAF_four; 35: binder_ratioAF; 36: sigma_binder_ratioAF; 37:magnetization_replica; 38: sigma_magnetization_replica; 39:magnetization_replica_squared; 40: sigma_magnetization_replica_squared; 41:chi_magnetization_replica; 42: sigma_chi_magnetization_replica; 43:magnetization_replica_four; 44: sigma_magnetization_replica_four; 45:binder_ratio_replica; 46: sigma_binder_ratio_replica;  
8 8 5.000000e-01 5.000000e-01 9.539008e-01 2.719598e-04 9.613829e-01 2.740617e-04 9.100471e-01 5.184516e-04 9.243786e-01 5.264956e-04 7.791857e-02 3.466023e-03 -1.079359e+03 1.165132e+06 2.119923e-02 1.339278e-03 1.889516e+01 6.317116e-01 inf -nan 1.393047e-02 2.516742e-04 3.053676e-04 9.055516e-06 6.926490e-02 3.050270e-03 8.286221e-01 9.425707e-04 1.000335e+00 1.485802e-05 2.737252e-07 1.444713e-08 2.373386e+00 8.566911e-02 9.474992e-01 3.120832e-04 8.979148e-01 5.907805e-04 1.027279e-01 2.111506e-05 8.068221e-01 1.059293e-03 1.000447e+00 1.958124e-05
8 8 5.000000e-01 5.215083e-01 9.534404e-01 2.746848e-04 9.609189e-01 2.768096e-04 9.091699e-01 5.233840e-04 9.234877e-01 5.315115e-04 7.623356e-02 3.377843e-03 -1.079115e+03 1.164604e+06 2.381045e-02 1.461651e-03 1.866695e+01 6.322691e-01 inf -nan 1.401054e-02 2.535825e-04 3.084657e-04 9.192916e-06 6.742214e-02 2.976176e-03 8.270294e-01 9.505889e-04 1.000342e+00 1.512590e-05 2.792755e-07 1.478981e-08 2.377152e+00 8.741272e-02 9.465639e-01 3.180709e-04 8.961478e-01 6.015865e-04 1.022009e-01 2.119127e-05 8.036669e-01 1.076796e-03 1.000465e+00 2.045189e-05
8 8 5.000000e-01 5.439418e-01 9.529201e-01 2.771877e-04 9.603943e-01 2.793298e-04 9.081795e-01 5.278149e-04 9.224811e-01 5.360039e-04 7.443170e-02 3.335629e-03 -1.078821e+03 1.163972e+06 2.624145e-02 1.509478e-03 1.840879e+01 6.324294e-01 inf -nan 1.400112e-02 2.547471e-04 3.076476e-04 9.243912e-06 6.508348e-02 2.890053e-03 8.252344e-01 9.574193e-04 1.000348e+00 1.558660e-05 2.771549e-07 1.489146e-08 2.392364e+00 8.712620e-02 9.457257e-01 3.220883e-04 8.945631e-01 6.085551e-04 1.005695e-01 2.082741e-05 8.008334e-01 1.087044e-03 1.000478e+00 2.124852e-05
8 8 5.000000e-01 5.673403e-01 9.523173e-01 2.806803e-04 9.597869e-01 2.828472e-04 9.070327e-01 5.341821e-04 9.213165e-01 5.424612e-04 7.312748e-02 3.262302e-03 -1.078492e+03 1.163264e+06 2.909148e-02 1.649793e-03 1.797406e+01 6.329933e-01 inf -nan 1.408794e-02 2.592551e-04 3.119874e-04 9.497351e-06 6.470367e-02 2.863879e-03 8.231579e-01 9.679497e-04 1.000358e+00 1.592368e-05 2.850618e-07 1.545535e-08 2.410322e+00 9.075983e-02 9.446577e-01 3.265464e-04 8.925471e-01 6.163418e-04 9.897526e-02 1.968510e-05 7.972398e-01 1.098691e-03 1.000492e+00 2.168891e-05
8 8 5.000000e-01 5.917453e-01 9.516791e-01 2.860684e-04 9.591438e-01 2.882803e-04 9.058204e-01 5.440212e-04 9.200855e-01 5.524659e-04 7.283949e-02 3.251065e-03 -1.078105e+03 1.162431e+06 3.214382e-02 1.790102e-03 1.742551e+01 6.342999e-01 inf -nan 1.416489e-02 2.609130e-04 3.147177e-04 9.628012e-06 6.274439e-02 2.806928e-03 8.209696e-01 9.842907e-04 1.000372e+00 1.656719e-05 2.902332e-07 1.611462e-08 2.413572e+00 9.479434e-02 9.435357e-01 3.312692e-04 8.904310e-01 6.244708e-04 9.766909e-02 1.922075e-05 7.934740e-01 1.110398e-03 1.000508e+00 2.237935e-05
8 8 5.000000e-01 6.172002e-01 9.509478e-01 2.893755e-04 9.584065e-01 2.916135e-04 9.044309e-01 5.499315e-04 9.186730e-01 5.584693e-04 7.141821e-02 3.171631e-03 -1.077665e+03 1.161483e+06 3.508732e-02 1.905935e-03 1.692542e+01 6.357347e-01 inf -nan 1.421696e-02 2.642632e-04 3.178781e-04 9.825705e-06 6.172222e-02 2.749369e-03 8.184605e-01 9.936235e-04 1.000381e+00 1.689630e-05 2.970626e-07 1.647528e-08 2.429463e+00 8.900335e-02 9.422085e-01 3.395542e-04 8.879335e-01 6.391793e-04 9.823414e-02 1.979459e-05 7.890498e-01 1.133367e-03 1.000533e+00 2.376167e-05
8 8 5.000000e-01 6.437500e-01 9.501199e-01 2.929525e-04 9.575721e-01 2.952198e-04 9.028582e-01 5.561811e-04 9.170756e-01 5.648225e-04 7.016444e-02 3.133882e-03 -1.077170e+03 1.160419e+06 3.813583e-02 2.018391e-03 1.664582e+01 6.367417e-01 inf -nan 1.430351e-02 2.649365e-04 3.207414e-04 9.888030e-06 5.941091e-02 2.653635e-03 8.156217e-01 1.002950e-03 1.000391e+00 1.743052e-05 3.002982e-07 1.674837e-08 2.422918e+00 9.247624e-02 9.407841e-01 3.461370e-04 8.852541e-01 6.506372e-04 9.787587e-02 1.904552e-05 7.843066e-01 1.150391e-03 1.000556e+00 2.442578e-05
8 8 5.000000e-01 6.714419e-01 9.491792e-01 2.993762e-04 9.566240e-01 3.016909e-04 9.010758e-01 5.677942e-04 9.152650e-01 5.766075e-04 7.025357e-02 3.137461e-03 -1.076594e+03 1.159181e+06 4.205925e-02 2.225628e-03 1.599230e+01 6.396255e-01 inf -nan 1.436569e-02 2.708480e-04 3.247340e-04 1.020183e-05 5.947461e-02 2.655973e-03 8.124205e-01 1.021813e-03 1.000409e+00 1.823180e-05 3.088146e-07 1.747696e-08 2.455360e+00 9.281181e-02 9.390880e-01 3.551009e-04 8.820722e-01 6.660675e-04 9.882406e-02 2.023013e-05 7.787038e-01 1.172742e-03 1.000588e+00 2.633590e-05
8 8 5.000000e-01 7.003251e-01 9.482451e-01 3.031071e-04 9.556829e-01 3.054504e-04 8.993050e-01 5.742933e-04 9.134676e-01 5.832071e-04 6.902567e-02 3.080568e-03 -1.075968e+03 1.157835e+06 4.481176e-02 2.287275e-03 1.538195e+01 6.431384e-01 inf -nan 1.450848e-02 2.749985e-04 3.306994e-04 1.047963e-05 5.883298e-02 2.633409e-03 8.092372e-01 1.031446e-03 1.000420e+00 1.870914e-05 3.210694e-07 1.855879e-08 2.453640e+00 9.286657e-02 9.373951e-01 3.605514e-04 8.788974e-01 6.752224e-04 9.759522e-02 1.890102e-05 7.731173e-01 1.185096e-03 1.000607e+00 2.670911e-05
8 8 5.000000e-01 7.304506e-01 9.471735e-01 3.094049e-04 9.546027e-01 3.118027e-04 8.972780e-01 5.855760e-04 9.114078e-01 5.946867e-04 6.887366e-02 3.083567e-03 -1.075261e+03 1.156316e+06 4.874305e-02 2.457074e-03 1.468425e+01 6.475824e-01 inf -nan 1.465389e-02 2.779554e-04 3.361540e-04 1.066401e-05 5.743188e-02 2.562714e-03 8.056095e-01 1.049406e-03 1.000438e+00 1.957107e-05 3.282613e-07 1.888482e-08 2.451270e+00 9.099226e-02 9.355319e-01 3.718263e-04 8.754160e-01 6.948879e-04 9.939141e-02 2.014000e-05 7.670360e-01 1.214601e-03 1.000648e+00 2.892157e-05
